date,ticker,signal,prob_up,prob_down,sentiment,rsi,rsi_state,trend_state,volatility_state,vix,risk_regime,macro_adj,close,n_news,n_sentiments
2025-05-22,SPY,SELL,0.4,0.6,neutral,60.57,neutral,uptrend,high,20.280000686645508,NEUTRAL,0.0,576.4815063476562,0,0
2025-05-22,IWM,SELL,0.4,0.6,neutral,54.4,neutral,uptrend,high,20.280000686645508,NEUTRAL,0.0,201.0335693359375,0,0
2025-05-22,GLD,SELL,0.4,0.6,neutral,53.03,neutral,uptrend,high,20.280000686645508,NEUTRAL,0.0,303.1099853515625,0,0
2025-05-23,SPY,SELL,0.4,0.6,neutral,57.31,neutral,uptrend,high,22.290000915527344,NEUTRAL,0.0,572.5465087890625,0,0
2025-05-23,IWM,SELL,0.4,0.6,neutral,53.26,neutral,uptrend,high,22.290000915527344,NEUTRAL,0.0,200.400390625,0,0
2025-05-23,GLD,SELL,0.4,0.6,neutral,58.03,neutral,uptrend,high,22.290000915527344,NEUTRAL,0.0,309.75,0,0
2025-05-26,SPY,SELL,0.4,0.6,neutral,57.31,neutral,uptrend,high,22.290000915527344,NEUTRAL,0.0,572.5465087890625,0,0
2025-05-26,IWM,SELL,0.4,0.6,neutral,53.26,neutral,uptrend,high,22.290000915527344,NEUTRAL,0.0,200.400390625,0,0
2025-05-26,GLD,SELL,0.4,0.6,neutral,58.03,neutral,uptrend,high,22.290000915527344,NEUTRAL,0.0,309.75,0,0
2025-05-27,SPY,SELL,0.4,0.6,neutral,63.69,neutral,uptrend,high,18.959999084472656,NEUTRAL,0.0,584.4501342773438,23,9
2025-05-27,IWM,SELL,0.4,0.6,neutral,60.42,neutral,uptrend,high,18.959999084472656,NEUTRAL,0.0,205.485595703125,7,5
2025-05-27,GLD,SELL,0.4,0.6,neutral,53.21,neutral,uptrend,high,18.959999084472656,NEUTRAL,0.0,304.5,7,7
2025-05-28,SPY,SELL,0.4,0.6,neutral,60.9,neutral,uptrend,high,19.309999465942383,NEUTRAL,0.0,581.06884765625,28,10
2025-05-28,IWM,BUY,0.65,0.35,bullish,56.45,neutral,uptrend,high,19.309999465942383,NEUTRAL,0.0,203.3189239501953,11,8
2025-05-28,GLD,SELL,0.4,0.6,neutral,52.59,neutral,uptrend,high,19.309999465942383,NEUTRAL,0.0,303.80999755859375,7,6
2025-05-29,SPY,SELL,0.15,0.85,bearish,62.11,neutral,uptrend,high,19.18000030517578,NEUTRAL,0.0,583.3626098632812,24,8
2025-05-29,IWM,SELL,0.4,0.6,neutral,57.29,neutral,uptrend,high,19.18000030517578,NEUTRAL,0.0,203.9224395751953,12,9
2025-05-29,GLD,SELL,0.4,0.6,neutral,54.09,neutral,uptrend,high,19.18000030517578,NEUTRAL,0.0,305.6099853515625,7,6
2025-05-30,SPY,SELL,0.15,0.85,bearish,61.53,neutral,uptrend,high,18.56999969482422,NEUTRAL,0.0,582.7100830078125,31,9
2025-05-30,IWM,SELL,0.4,0.6,neutral,55.31,neutral,uptrend,high,18.56999969482422,NEUTRAL,0.0,202.88363647460938,14,9
2025-05-30,GLD,SELL,0.4,0.6,neutral,52.1,neutral,uptrend,high,18.56999969482422,NEUTRAL,0.0,303.6000061035156,6,5
2025-06-02,SPY,SELL,0.4,0.6,neutral,63.39,neutral,uptrend,high,18.360000610351562,NEUTRAL,0.0,585.992431640625,0,0
2025-06-02,IWM,SELL,0.4,0.6,neutral,56.3,neutral,uptrend,high,18.360000610351562,NEUTRAL,0.0,203.51683044433594,0,0
2025-06-02,GLD,SELL,0.4,0.6,neutral,58.65,neutral,uptrend,high,18.360000610351562,NEUTRAL,0.0,311.6700134277344,8,8
2025-06-03,SPY,HOLD,0.44,0.56,neutral,65.24,neutral,uptrend,high,17.690000534057617,RISK_ON,0.04,589.3341674804688,0,0
2025-06-03,IWM,HOLD,0.44,0.56,neutral,61.12,neutral,uptrend,high,17.690000534057617,RISK_ON,0.04,206.80140686035156,0,0
2025-06-03,GLD,HOLD,0.44,0.56,neutral,55.84,neutral,uptrend,high,17.690000534057617,RISK_ON,0.04,308.9100036621094,13,10
2025-06-04,SPY,HOLD,0.44,0.56,neutral,65.07,neutral,uptrend,high,17.610000610351562,RISK_ON,0.04,589.176025390625,0,0
2025-06-04,IWM,SELL,0.19,0.81,bearish,59.86,neutral,uptrend,high,17.610000610351562,RISK_ON,0.04,206.21771240234375,1,1
2025-06-04,GLD,HOLD,0.44,0.56,neutral,57.43,neutral,uptrend,high,17.610000610351562,RISK_ON,0.04,310.8999938964844,8,7
2025-06-05,SPY,SELL,0.4,0.6,neutral,61.99,neutral,uptrend,high,18.479999542236328,NEUTRAL,0.0,586.3285522460938,0,0
2025-06-05,IWM,SELL,0.15,0.85,bearish,59.99,neutral,uptrend,high,18.479999542236328,NEUTRAL,0.0,206.30674743652344,8,7
2025-06-05,GLD,BUY,0.65,0.35,bullish,55.73,neutral,uptrend,high,18.479999542236328,NEUTRAL,0.0,309.3299865722656,3,3
2025-06-06,SPY,HOLD,0.44,0.56,neutral,65.69,neutral,uptrend,high,16.770000457763672,RISK_ON,0.04,592.349609375,0,0
2025-06-06,IWM,BUY,0.69,0.31,bullish,64.8,neutral,uptrend,high,16.770000457763672,RISK_ON,0.04,209.6407928466797,14,10
2025-06-06,GLD,HOLD,0.44,0.56,neutral,51.4,neutral,uptrend,high,16.770000457763672,RISK_ON,0.04,305.17999267578125,10,8
2025-06-09,SPY,HOLD,0.49,0.51,neutral,66.01,neutral,uptrend,low,17.15999984741211,RISK_ON,0.04,592.8834228515625,0,0
2025-06-09,IWM,HOLD,0.44,0.56,neutral,66.66,neutral,uptrend,high,17.15999984741211,RISK_ON,0.04,211.08526611328125,7,7
2025-06-09,GLD,HOLD,0.44,0.56,neutral,52.77,neutral,uptrend,high,17.15999984741211,RISK_ON,0.04,306.6199951171875,7,7
2025-06-10,SPY,HOLD,0.49,0.51,neutral,68.01,neutral,uptrend,low,16.950000762939453,RISK_ON,0.04,596.2449340820312,0,0
2025-06-10,IWM,SELL,0.19,0.81,bearish,68.1,neutral,uptrend,high,16.950000762939453,RISK_ON,0.04,212.2229766845703,13,8
2025-06-10,GLD,BUY,0.69,0.31,bullish,52.86,neutral,uptrend,high,16.950000762939453,RISK_ON,0.04,306.7099914550781,4,3
2025-06-11,SPY,HOLD,0.49,0.51,neutral,65.9,neutral,uptrend,low,17.260000228881836,RISK_ON,0.04,594.5443725585938,0,0
2025-06-11,IWM,SELL,0.19,0.81,bearish,65.77,neutral,uptrend,high,17.260000228881836,RISK_ON,0.04,211.35238647460938,18,7
2025-06-11,GLD,HOLD,0.44,0.56,neutral,54.57,neutral,uptrend,high,17.260000228881836,RISK_ON,0.04,308.3699951171875,5,5
2025-06-12,SPY,HOLD,0.45,0.55,neutral,67.41,neutral,uptrend,low,18.020000457763672,NEUTRAL,0.0,596.9072875976562,0,0
2025-06-12,IWM,SELL,0.4,0.6,neutral,63.5,neutral,uptrend,high,18.020000457763672,NEUTRAL,0.0,210.51141357421875,17,9
2025-06-12,GLD,SELL,0.4,0.6,neutral,58.33,neutral,uptrend,high,18.020000457763672,NEUTRAL,0.0,312.20001220703125,5,5
2025-06-13,SPY,HOLD,0.45,0.55,neutral,59.39,neutral,uptrend,low,20.81999969482422,NEUTRAL,0.0,590.2338256835938,0,0
2025-06-13,IWM,SELL,0.4,0.6,neutral,54.29,neutral,uptrend,high,20.81999969482422,NEUTRAL,0.0,206.66290283203125,12,9
2025-06-13,GLD,SELL,0.4,0.6,neutral,61.95,neutral,uptrend,high,20.81999969482422,NEUTRAL,0.0,316.2900085449219,9,8
2025-06-16,SPY,HOLD,0.45,0.55,neutral,63.34,neutral,uptrend,low,19.110000610351562,NEUTRAL,0.0,595.8494873046875,0,0
2025-06-16,IWM,SELL,0.4,0.6,neutral,58.41,neutral,uptrend,high,19.110000610351562,NEUTRAL,0.0,209.0994415283203,14,8
2025-06-16,GLD,SELL,0.4,0.6,neutral,56.15,neutral,uptrend,high,19.110000610351562,NEUTRAL,0.0,311.7799987792969,8,8
2025-06-17,SPY,HOLD,0.45,0.55,neutral,57.85,neutral,uptrend,low,21.600000381469727,NEUTRAL,0.0,590.7578125,0,0
2025-06-17,IWM,SELL,0.15,0.85,bearish,53.7,neutral,uptrend,high,21.600000381469727,NEUTRAL,0.0,206.89703369140625,16,7
2025-06-17,GLD,HOLD,0.45,0.55,neutral,56.31,neutral,uptrend,low,21.600000381469727,NEUTRAL,0.0,311.94000244140625,12,9
2025-06-18,SPY,HOLD,0.45,0.55,neutral,57.75,neutral,uptrend,low,20.139999389648438,NEUTRAL,0.0,590.6688232421875,0,0
2025-06-18,IWM,SELL,0.4,0.6,neutral,55.61,neutral,uptrend,high,20.139999389648438,NEUTRAL,0.0,207.98829650878906,11,9
2025-06-18,GLD,BUY,0.7,0.3,bullish,54.13,neutral,uptrend,low,20.139999389648438,NEUTRAL,0.0,310.260009765625,8,7
2025-06-19,SPY,HOLD,0.45,0.55,neutral,57.75,neutral,uptrend,low,20.139999389648438,NEUTRAL,0.0,590.6688232421875,0,0
2025-06-19,IWM,SELL,0.4,0.6,neutral,55.61,neutral,uptrend,high,20.139999389648438,NEUTRAL,0.0,207.98829650878906,8,7
2025-06-19,GLD,SELL,0.2,0.8,bearish,54.13,neutral,uptrend,low,20.139999389648438,NEUTRAL,0.0,310.260009765625,6,6
2025-06-20,SPY,SELL,0.2,0.8,bearish,56.22,neutral,uptrend,low,20.6200008392334,NEUTRAL,0.0,589.2816162109375,27,9
2025-06-20,IWM,SELL,0.15,0.85,bearish,54.64,neutral,uptrend,high,20.6200008392334,NEUTRAL,0.0,207.55181884765625,10,10
2025-06-20,GLD,HOLD,0.45,0.55,neutral,53.96,neutral,uptrend,low,20.6200008392334,NEUTRAL,0.0,310.1300048828125,8,8
2025-06-23,SPY,HOLD,0.45,0.55,neutral,60.92,neutral,uptrend,low,19.829999923706055,NEUTRAL,0.0,595.1021728515625,40,7
2025-06-23,IWM,SELL,0.4,0.6,neutral,59.11,neutral,uptrend,high,19.829999923706055,NEUTRAL,0.0,210.0915069580078,14,9
2025-06-23,GLD,SELL,0.2,0.8,bearish,55.09,neutral,uptrend,low,19.829999923706055,NEUTRAL,0.0,311.0799865722656,11,9
2025-06-24,SPY,HOLD,0.49,0.51,neutral,65.44,neutral,uptrend,low,17.479999542236328,RISK_ON,0.04,601.676513671875,25,7
2025-06-24,IWM,HOLD,0.44,0.56,neutral,63.22,neutral,uptrend,high,17.479999542236328,RISK_ON,0.04,212.77012634277344,5,5
2025-06-24,GLD,SELL,0.24,0.76,bearish,48.47,neutral,uptrend,low,17.479999542236328,RISK_ON,0.04,306.19000244140625,13,9
2025-06-25,SPY,BUY,0.74,0.26,bullish,65.66,neutral,uptrend,low,16.760000228881836,RISK_ON,0.04,602.0135498046875,26,8
2025-06-25,IWM,BUY,0.69,0.31,bullish,57.46,neutral,uptrend,high,16.760000228881836,RISK_ON,0.04,210.28993225097656,6,4
2025-06-25,GLD,HOLD,0.49,0.51,neutral,49.7,neutral,uptrend,low,16.760000228881836,RISK_ON,0.04,307.1199951171875,12,9
2025-06-26,SPY,BUY,0.74,0.26,bullish,68.65,neutral,uptrend,low,16.59000015258789,RISK_ON,0.04,606.7236328125,25,9
2025-06-26,IWM,HOLD,0.44,0.56,neutral,62.52,neutral,uptrend,high,16.59000015258789,RISK_ON,0.04,213.70266723632812,10,8
2025-06-26,GLD,SELL,0.24,0.76,bearish,49.24,neutral,uptrend,low,16.59000015258789,RISK_ON,0.04,306.7799987792969,9,7
2025-06-27,SPY,BUY,0.79,0.21,neutral,70.42,overbought,uptrend,low,16.31999969482422,RISK_ON,0.04,609.7380981445312,29,8
2025-06-27,IWM,HOLD,0.44,0.56,neutral,62.62,neutral,uptrend,high,16.31999969482422,RISK_ON,0.04,213.7720947265625,13,8
2025-06-27,GLD,SELL,0.24,0.76,bearish,42.26,neutral,uptrend,low,16.31999969482422,RISK_ON,0.04,301.2200012207031,6,6
2025-06-30,SPY,BUY,0.94,0.06,bullish,72.07,overbought,uptrend,low,16.729999542236328,RISK_ON,0.04,612.6533203125,39,9
2025-06-30,IWM,SELL,0.19,0.81,bearish,63.08,neutral,uptrend,high,16.729999542236328,RISK_ON,0.04,214.0796356201172,12,9
2025-06-30,GLD,SELL,0.24,0.76,bearish,47.47,neutral,uptrend,low,16.729999542236328,RISK_ON,0.04,304.8299865722656,8,7
2025-07-01,SPY,BUY,0.74,0.26,neutral,71.78,overbought,uptrend,high,16.829999923706055,RISK_ON,0.04,612.455078125,0,0
2025-07-01,IWM,HOLD,0.44,0.56,neutral,66.27,neutral,uptrend,high,16.829999923706055,RISK_ON,0.04,216.2820587158203,0,0
2025-07-01,GLD,HOLD,0.49,0.51,neutral,51.05,neutral,uptrend,low,16.829999923706055,RISK_ON,0.04,307.54998779296875,11,9
2025-07-02,SPY,BUY,0.74,0.26,neutral,73.41,overbought,uptrend,high,16.639999389648438,RISK_ON,0.04,615.2315063476562,0,0
2025-07-02,IWM,BUY,0.74,0.26,neutral,70.06,overbought,uptrend,high,16.639999389648438,RISK_ON,0.04,219.2781219482422,0,0
2025-07-02,GLD,HOLD,0.49,0.51,neutral,53.2,neutral,uptrend,low,16.639999389648438,RISK_ON,0.04,309.25,12,10
2025-07-03,SPY,BUY,0.74,0.26,neutral,76.01,overbought,uptrend,high,16.3799991607666,RISK_ON,0.04,620.0803833007812,0,0
2025-07-03,IWM,BUY,0.74,0.26,neutral,72.33,overbought,uptrend,high,16.3799991607666,RISK_ON,0.04,221.3118896484375,0,0
2025-07-03,GLD,SELL,0.24,0.76,bearish,50.25,neutral,uptrend,low,16.3799991607666,RISK_ON,0.04,307.1400146484375,11,10
2025-07-04,SPY,BUY,0.74,0.26,neutral,76.01,overbought,uptrend,high,16.3799991607666,RISK_ON,0.04,620.0803833007812,0,0
2025-07-04,IWM,BUY,0.74,0.26,neutral,72.33,overbought,uptrend,high,16.3799991607666,RISK_ON,0.04,221.3118896484375,0,0
2025-07-04,GLD,BUY,0.74,0.26,bullish,50.25,neutral,uptrend,low,16.3799991607666,RISK_ON,0.04,307.1400146484375,2,1
2025-07-07,SPY,HOLD,0.44,0.56,neutral,69.07,neutral,uptrend,high,17.790000915527344,RISK_ON,0.04,615.4595336914062,0,0
2025-07-07,IWM,HOLD,0.44,0.56,neutral,63.81,neutral,uptrend,high,17.790000915527344,RISK_ON,0.04,217.9884033203125,0,0
2025-07-07,GLD,HOLD,0.49,0.51,neutral,50.57,neutral,uptrend,low,17.790000915527344,RISK_ON,0.04,307.3699951171875,9,9
2025-07-08,SPY,HOLD,0.44,0.56,neutral,68.58,neutral,uptrend,high,16.809999465942383,RISK_ON,0.04,615.1224365234375,0,0
2025-07-08,IWM,HOLD,0.44,0.56,neutral,65.78,neutral,uptrend,high,16.809999465942383,RISK_ON,0.04,219.49636840820312,0,0
2025-07-08,GLD,HOLD,0.49,0.51,neutral,46.09,neutral,uptrend,low,16.809999465942383,RISK_ON,0.04,304.1600036621094,10,9
2025-07-09,SPY,BUY,0.74,0.26,neutral,71.01,overbought,uptrend,high,15.9399995803833,RISK_ON,0.04,618.8110961914062,0,0
2025-07-09,IWM,HOLD,0.44,0.56,neutral,68.68,neutral,uptrend,high,15.9399995803833,RISK_ON,0.04,221.8773651123047,0,0
2025-07-09,GLD,HOLD,0.49,0.51,neutral,48.19,neutral,uptrend,low,15.9399995803833,RISK_ON,0.04,305.5199890136719,8,8
2025-07-10,SPY,BUY,0.74,0.26,neutral,72.11,overbought,uptrend,high,15.779999732971191,RISK_ON,0.04,620.5563354492188,0,0
2025-07-10,IWM,HOLD,0.44,0.56,neutral,69.99,neutral,uptrend,high,15.779999732971191,RISK_ON,0.04,223.0182342529297,0,0
2025-07-10,GLD,BUY,0.74,0.26,bullish,49.25,neutral,uptrend,low,15.779999732971191,RISK_ON,0.04,306.20001220703125,6,4
2025-07-11,SPY,HOLD,0.44,0.56,neutral,68.6,neutral,uptrend,high,16.399999618530273,RISK_ON,0.04,618.3748168945312,0,0
2025-07-11,IWM,HOLD,0.44,0.56,neutral,62.4,neutral,uptrend,high,16.399999618530273,RISK_ON,0.04,219.94281005859375,0,0
2025-07-11,GLD,BUY,0.74,0.26,bullish,53.66,neutral,uptrend,low,16.399999618530273,RISK_ON,0.04,309.1400146484375,11,9
2025-07-14,SPY,HOLD,0.44,0.56,neutral,69.47,neutral,uptrend,high,17.200000762939453,RISK_ON,0.04,619.5548095703125,0,0
2025-07-14,IWM,HOLD,0.44,0.56,neutral,64.4,neutral,uptrend,high,17.200000762939453,RISK_ON,0.04,221.42100524902344,10,8
2025-07-14,GLD,BUY,0.74,0.26,bullish,51.8,neutral,uptrend,low,17.200000762939453,RISK_ON,0.04,308.010009765625,3,3
2025-07-15,SPY,HOLD,0.44,0.56,neutral,65.13,neutral,uptrend,high,17.3799991607666,RISK_ON,0.04,616.9072875976562,0,0
2025-07-15,IWM,HOLD,0.44,0.56,neutral,55.14,neutral,uptrend,high,17.3799991607666,RISK_ON,0.04,217.0856475830078,20,10
2025-07-15,GLD,BUY,0.74,0.26,bullish,49.69,neutral,uptrend,low,17.3799991607666,RISK_ON,0.04,306.7300109863281,15,9
2025-07-16,SPY,HOLD,0.44,0.56,neutral,66.87,neutral,uptrend,high,17.15999984741211,RISK_ON,0.04,618.9697265625,0,0
2025-07-16,IWM,HOLD,0.44,0.56,neutral,58.39,neutral,uptrend,high,17.15999984741211,RISK_ON,0.04,219.26821899414062,18,7
2025-07-16,GLD,HOLD,0.49,0.51,neutral,52.19,neutral,uptrend,low,17.15999984741211,RISK_ON,0.04,308.260009765625,8,6
2025-07-17,SPY,HOLD,0.44,0.56,neutral,69.84,neutral,uptrend,high,16.520000457763672,RISK_ON,0.04,622.7576293945312,0,0
2025-07-17,IWM,HOLD,0.44,0.56,neutral,62.26,neutral,uptrend,high,16.520000457763672,RISK_ON,0.04,222.1452178955078,23,10
2025-07-17,GLD,HOLD,0.49,0.51,neutral,51.0,neutral,uptrend,low,16.520000457763672,RISK_ON,0.04,307.5899963378906,5,5
2025-07-18,SPY,HOLD,0.44,0.56,neutral,69.03,neutral,uptrend,high,16.40999984741211,RISK_ON,0.04,622.301513671875,0,0
2025-07-18,IWM,HOLD,0.44,0.56,neutral,59.02,neutral,uptrend,high,16.40999984741211,RISK_ON,0.04,220.5678253173828,14,10
2025-07-18,GLD,HOLD,0.49,0.51,neutral,52.4,neutral,uptrend,low,16.40999984741211,RISK_ON,0.04,308.3900146484375,5,4
2025-07-21,SPY,HOLD,0.49,0.51,neutral,69.99,neutral,uptrend,low,16.649999618530273,RISK_ON,0.04,623.4815063476562,0,0
2025-07-21,IWM,HOLD,0.44,0.56,neutral,57.2,neutral,uptrend,high,16.649999618530273,RISK_ON,0.04,219.67494201660156,17,10
2025-07-21,GLD,HOLD,0.49,0.51,neutral,59.76,neutral,uptrend,low,16.649999618530273,RISK_ON,0.04,313.1300048828125,5,5
2025-07-22,SPY,BUY,0.79,0.21,neutral,70.07,overbought,uptrend,low,16.5,RISK_ON,0.04,623.5706787109375,22,9
2025-07-22,IWM,HOLD,0.44,0.56,neutral,59.92,neutral,uptrend,high,16.5,RISK_ON,0.04,221.50038146972656,13,10
2025-07-22,GLD,BUY,0.74,0.26,bullish,63.56,neutral,uptrend,low,16.5,RISK_ON,0.04,316.1000061035156,8,7
2025-07-23,SPY,BUY,0.79,0.21,neutral,74.23,overbought,uptrend,low,15.369999885559082,RISK_ON,0.04,628.8757934570312,24,9
2025-07-23,IWM,HOLD,0.44,0.56,neutral,64.42,neutral,uptrend,high,15.369999885559082,RISK_ON,0.04,224.88333129882812,14,10
2025-07-23,GLD,BUY,0.74,0.26,bullish,56.04,neutral,uptrend,low,15.369999885559082,RISK_ON,0.04,312.17999267578125,2,1
2025-07-24,SPY,BUY,0.79,0.21,neutral,74.38,overbought,uptrend,low,15.390000343322754,RISK_ON,0.04,629.083984375,20,8
2025-07-24,IWM,HOLD,0.44,0.56,neutral,57.98,neutral,uptrend,high,15.390000343322754,RISK_ON,0.04,221.7781524658203,6,4
2025-07-24,GLD,BUY,0.74,0.26,bullish,52.76,neutral,uptrend,low,15.390000343322754,RISK_ON,0.04,310.2699890136719,4,4
2025-07-25,SPY,HOLD,0.54,0.46,bearish,76.28,overbought,uptrend,low,14.930000305175781,RISK_ON,0.04,631.741455078125,29,10
2025-07-25,IWM,HOLD,0.44,0.56,neutral,59.15,neutral,uptrend,high,14.930000305175781,RISK_ON,0.04,222.60157775878906,18,10
2025-07-25,GLD,HOLD,0.49,0.51,neutral,48.2,neutral,uptrend,low,14.930000305175781,RISK_ON,0.04,307.3999938964844,7,7
2025-07-28,SPY,BUY,0.79,0.21,neutral,75.92,overbought,uptrend,low,15.029999732971191,RISK_ON,0.04,631.582763671875,35,9
2025-07-28,IWM,HOLD,0.49,0.51,neutral,58.6,neutral,uptrend,low,15.029999732971191,RISK_ON,0.04,222.3436279296875,14,9
2025-07-28,GLD,HOLD,0.49,0.51,neutral,45.28,neutral,uptrend,low,15.029999732971191,RISK_ON,0.04,305.4100036621094,9,9
2025-07-29,SPY,BUY,0.79,0.21,neutral,72.05,overbought,uptrend,low,15.979999542236328,RISK_ON,0.04,629.9169311523438,37,10
2025-07-29,IWM,HOLD,0.49,0.51,neutral,55.54,neutral,uptrend,low,15.979999542236328,RISK_ON,0.04,220.9249725341797,22,10
2025-07-29,GLD,BUY,0.74,0.26,bullish,46.75,neutral,uptrend,low,15.979999542236328,RISK_ON,0.04,306.25,10,9
2025-07-30,SPY,HOLD,0.54,0.46,bearish,70.21,overbought,uptrend,low,15.479999542236328,RISK_ON,0.04,629.1236572265625,43,9
2025-07-30,IWM,SELL,0.24,0.76,bearish,53.19,neutral,uptrend,low,15.479999542236328,RISK_ON,0.04,219.80392456054688,20,9
2025-07-30,GLD,BUY,0.74,0.26,bullish,39.55,neutral,uptrend,low,15.479999542236328,RISK_ON,0.04,300.9599914550781,6,6
2025-07-31,SPY,BUY,0.74,0.26,bullish,64.91,neutral,uptrend,low,16.719999313354492,RISK_ON,0.04,626.763671875,27,10
2025-07-31,IWM,HOLD,0.49,0.51,neutral,48.89,neutral,uptrend,low,16.719999313354492,RISK_ON,0.04,217.651123046875,20,9
2025-07-31,GLD,HOLD,0.49,0.51,neutral,43.12,neutral,downtrend,low,16.719999313354492,RISK_ON,0.04,302.9599914550781,6,6
2025-08-01,SPY,HOLD,0.45,0.55,neutral,47.95,neutral,uptrend,low,20.3799991607666,NEUTRAL,0.0,616.4907836914062,0,0
2025-08-01,IWM,HOLD,0.45,0.55,neutral,41.47,neutral,uptrend,low,20.3799991607666,NEUTRAL,0.0,213.216552734375,0,0
2025-08-01,GLD,SELL,0.2,0.8,bearish,52.41,neutral,downtrend,low,20.3799991607666,NEUTRAL,0.0,309.1099853515625,9,9
